time_real,4.06.1+multicore+bench,
almabench,1675930460.33,7456655.74792
bdd,205528111.8,1065278.27766
cpdf-merge,6067602418.,nan
cpdf-reformat,7958446808.,nan
cpdf-squeeze,12142694973.5,3800657.22958
cpdf-transform,2179964785.67,17604610.7171
jsontrip-sample,18159851.,330227.922424
kb,465819785.444,928751.178541
kb-no-exc,318712307.846,7157579.75011
lexifi-g2pp,9837113542.67,10038826.358
menhir-fancy,18155129.1674,115427.563805
menhir-sql,3513156367.,nan
menhir-standard,14360427.2222,115385.956472
minilight,14779494521.7,20130983.7356
numal-durand-kerner-aberth,82843183.102,232189.41937
numal-fft,2331265609.,1088317.94642
numal-k-means,224121473.056,815253.896407
numal-levinson-durbin,1487805494.33,2789072.71132
numal-lu-decomposition,868270863.6,471205.141866
numal-naive-multilayer,2570988223.,3650040.67338
numal-qr-decomposition,1160835700.25,801550.122279
numal-rnd_access,5358569112.33,9439062.40482
numal-simple_access,2503573418.,3501406.54633
sequence,901730921.4,654553.147494
sequence-cps,1143263055.25,2479237.11309
setrip,967769970.2,3292584.99949
setrip-smallbuf,979667466.2,19676851.1786

