time_real,4.06.1+multicore+bench,
almabench,1670404663.33,1549109.68228
bdd,205204727.85,906467.547035
cpdf-merge,6008200324.,nan
cpdf-reformat,7861914779.,nan
cpdf-squeeze,12060832524.7,45363767.5032
cpdf-transform,2171705471.67,15578405.1268
jsontrip-sample,17752192.3805,325715.895272
kb,465920445.,3681183.84944
kb-no-exc,315571647.615,1868058.32182
lexifi-g2pp,9821943933.,9104851.16434
menhir-fancy,15161522.0871,303659.86499
menhir-sql,3428395800.,nan
menhir-standard,11428220.4302,80141.7782646
minilight,14611528716.,56373631.4626
numal-durand-kerner-aberth,82088840.2653,245990.652401
numal-fft,2366912499.,15813118.4015
numal-k-means,89925237.4,1035282.49406
numal-levinson-durbin,1489210659.75,15755276.2003
numal-lu-decomposition,855741775.6,8423390.38956
numal-naive-multilayer,2567065760.,38384588.2031
numal-qr-decomposition,1144761977.25,811728.99993
numal-rnd_access,5359130712.67,8726118.3815
numal-simple_access,2672786699.33,12711751.6166
sequence,895626952.6,832677.245926
sequence-cps,1142393428.75,9111655.8823
setrip,964195168.2,6968196.73075
setrip-smallbuf,968895801.6,14479974.423

