time_real,4.06.1+multicore+bench,
almabench,1670856339.67,913653.647848
bdd,204782652.35,915169.098211
cpdf-merge,6054125980.,nan
cpdf-reformat,7927334148.,nan
cpdf-squeeze,12141132973.7,32287329.5327
cpdf-transform,2177607708.5,19984743.1558
jsontrip-sample,18158495.4389,272645.356967
kb,467117384.444,2171688.72488
kb-no-exc,318011027.462,2542036.23758
lexifi-g2pp,9837678448.33,12229047.8172
menhir-fancy,18233954.3455,795050.914247
menhir-sql,3499127775.,nan
menhir-standard,14338556.2043,111105.679342
minilight,14769332854.5,13567769.0488
numal-durand-kerner-aberth,82843201.,258173.450161
numal-fft,2340317107.25,26124735.7688
numal-k-means,226598027.5,6247658.21482
numal-levinson-durbin,1485580794.33,1566485.40351
numal-lu-decomposition,865376919.,2893603.03987
numal-naive-multilayer,2564054170.,2269027.98607
numal-qr-decomposition,1160915062.25,973387.645759
numal-rnd_access,5378876367.5,3785950.82274
numal-simple_access,2517310652.5,24170123.9998
sequence,901310276.4,706784.698712
sequence-cps,1164596907.7,50490361.3009
setrip,977420270.6,4171545.32345
setrip-smallbuf,973672769.4,13142690.2462

