time_real,4.06.1+multicore+bench,
almabench,1684912047.33,3838793.46123
bdd,207841353.35,1154593.84453
cpdf-merge,7520607165.,27873349.6419
cpdf-reformat,8642444937.33,31107115.5649
cpdf-squeeze,13438119174.,1527603.79159
cpdf-transform,2307504065.,12887935.9119
jsontrip-sample,18449551.682,270099.953907
kb,504971482.625,1182105.00056
kb-no-exc,331376073.077,7490219.10345
lexifi-g2pp,9944858108.,176793510.802
menhir-fancy,18523942.0093,1178330.94788
menhir-sql,3912271566.67,14104386.7864
menhir-standard,14317308.6679,90980.6800889
minilight,14893326849.5,7556336.10391
numal-durand-kerner-aberth,82983171.3061,249790.95419
numal-fft,3546890736.,20034945.7018
numal-k-means,224380884.444,711674.614563
numal-levinson-durbin,1483134006.67,258670.288136
numal-lu-decomposition,863684580.,1291038.91829
numal-naive-multilayer,2562801350.,335706.015436
numal-qr-decomposition,1160443344.,3140224.954
numal-rnd_access,5400609622.75,90658606.4773
numal-simple_access,8070879535.,7664521.32011
sequence,831742912.8,938325.913558
sequence-cps,1154462883.25,11126123.6306
setrip,979059452.4,11212191.1859
setrip-smallbuf,978442314.8,9805770.34683

