time_real,4.06.1+multicore+bench,
almabench,1735555916.33,44155013.6512
bdd,210727174.158,1140912.4246
cpdf-merge,7603031160.,31601821.1716
cpdf-reformat,8761744013.67,43965258.2245
cpdf-squeeze,13619941338.,14369197.5107
cpdf-transform,2328925300.5,20621179.8091
jsontrip-sample,19171594.5646,485898.925885
kb,519697845.75,1026795.48661
kb-no-exc,345132615.667,6913581.86434
lexifi-g2pp,9917911571.5,2448534.71366
menhir-fancy,18693975.243,476413.34918
menhir-sql,4019558750.,30811953.3419
menhir-standard,14479488.9783,108484.558033
minilight,15135153534.5,1114385.43791
numal-durand-kerner-aberth,86810265.5532,180761.033636
numal-fft,3563081447.33,4875144.79627
numal-k-means,232216309.444,780777.022686
numal-levinson-durbin,1598718929.33,2184477.81033
numal-lu-decomposition,921842637.6,7488692.96021
numal-naive-multilayer,2750963059.33,4529630.83853
numal-qr-decomposition,1308589427.5,909729.018595
numal-rnd_access,5491209584.5,1884443.1074
numal-simple_access,8056405434.,29573981.9413
sequence,838390421.8,1089742.70961
sequence-cps,1229187455.25,12351302.794

