time_real,4.06.1+multicore+bench,
almabench,1669747921.,1658450.45584
bdd,205052383.35,2129928.87439
cpdf-merge,6051101779.,nan
cpdf-reformat,7936306372.,nan
cpdf-squeeze,12137560708.7,82233384.4531
cpdf-transform,2175580976.67,11506300.9777
jsontrip-sample,17745199.0619,320698.602662
kb,468852966.889,4396241.05302
kb-no-exc,317957789.,nan
lexifi-g2pp,9824194935.67,9521117.88682
menhir-fancy,15732921.3882,1655888.72292
menhir-sql,3429947733.,nan
menhir-standard,11394692.3722,96970.3685636
minilight,14607250803.5,655975.182732
numal-durand-kerner-aberth,82020649.4286,255329.955742
numal-fft,2360359574.67,7467896.02034
numal-k-means,90040430.2444,751861.522772
numal-levinson-durbin,1483892414.67,4341331.83934
numal-lu-decomposition,871329161.167,21918580.318
numal-naive-multilayer,2538656879.,2550207.47641
numal-qr-decomposition,1144657749.75,969704.635584
numal-rnd_access,5351958020.,1575255.71757
numal-simple_access,2543777344.5,29269279.0705
sequence,894230105.2,673208.773542
sequence-cps,1142124519.,18566146.4538
setrip,983391343.6,12644624.6832
setrip-smallbuf,973099108.,11047985.4757

