time_real,4.06.1+multicore+bench,
almabench,1672695184.67,2848867.3323
bdd,205998952.7,1780587.9233
cpdf-merge,6016190196.5,4409610.51847
cpdf-reformat,7905349076.,50686445.5497
cpdf-squeeze,12074778487.7,16628650.5733
cpdf-transform,2167477371.,8416341.85558
jsontrip-sample,18146550.3846,298664.111319
kb,465328087.333,869076.146303
kb-no-exc,322784226.462,10534193.508
lexifi-g2pp,9841059958.,361174.587481
menhir-fancy,18293060.0594,1189074.19833
menhir-sql,3544335780.75,46672080.9326
menhir-standard,14415241.3525,143856.525927
minilight,14858207330.,36640294.4529
numal-durand-kerner-aberth,82887749.8367,220685.457844
numal-fft,2339346303.67,6563204.40902
numal-k-means,228426189.,2285794.3723
numal-levinson-durbin,1485239779.,1843861.04293
numal-lu-decomposition,866570512.2,2766242.31849
numal-naive-multilayer,2533620229.5,382296.574142
numal-qr-decomposition,1159266172.25,533419.472605
numal-rnd_access,5450260796.,2559777.45958
numal-simple_access,2534613790.75,23830298.8851
sequence,809425197.4,737510.244733
sequence-cps,1143008794.,4102636.36133
setrip,988505514.,10205141.4179
setrip-smallbuf,984981481.,11990495.1186

