time_real,4.06.1+multicore+bench,
numal-simple_access,209263875.,0.
sequence,32768.,0.
sequence-cps,32768.,0.
setrip,65539.,0.
setrip-smallbuf,65539.,0.

mean_space_overhead,4.06.1+multicore+bench,
almabench,0.,0.
bdd,29.488469,3.64500732561e-15
cpdf-squeeze,29.224819,0.
cpdf-transform,32.845487,0.
jsontrip-sample,334.905959,8.5455240296e-13
kb,76.408037,0.
lexifi-g2pp,96.790652,1.74046714305e-14
menhir-fancy,0.,0.
menhir-standard,0.,0.
minilight,52.217668,0.
numal-durand-kerner-aberth,656.587855,6.891898268e-13
numal-fft,38.612443,0.
numal-k-means,10.199212,7.18571722086e-15
numal-levinson-durbin,95.500408,0.
numal-lu-decomposition,26.466045,0.
numal-naive-multilayer,197.151283,0.
numal-qr-decomposition,57.810397,0.
numal-rnd_access,0.,0.
numal-simple_access,4690.892856,0.
sequence,6798.526316,0.
sequence-cps,7915.320031,0.
setrip,624.748966,0.
setrip-smallbuf,623.817286,0.

